,ts_code,trade_date,suspend_timing,suspend_type
0,600729.SH,20240206,,R
1,002931.SZ,20240206,,R
0,870656.BJ,20240202,,R
0,300799.SZ,20240131,,R
0,300205.SZ,20240129,,R
0,600647.SH,20240126,,R
1,831396.BJ,20240126,,R
0,300765.SZ,20240125,,R
0,002052.SZ,20240122,,R
0,603955.SH,20240118,,R
1,837403.BJ,20240118,,R
0,603958.SH,20240116,,R
0,600282.SH,20240115,,R
1,600759.SH,20240115,,R
0,873806.BJ,20240111,,R
0,000657.SZ,20240110,,R
0,688337.SH,20240109,,R
0,873690.BJ,20240105,,R
1,000801.SZ,20240105,,R
0,300096.SZ,20240102,,R
0,002021.SZ,20231229,,R
1,002086.SZ,20231229,,R
2,600589.SH,20231229,,R
0,871263.BJ,20231228,,R
0,300010.SZ,20231227,,R
0,000620.SZ,20231226,,R
1,603030.SH,20231226,,R
2,600306.SH,20231226,,R
3,603358.SH,20231226,,R
0,002485.SZ,20231225,,R
1,002682.SZ,20231225,,R
2,600892.SH,20231225,,R
3,002825.SZ,20231225,,R
0,002697.SZ,20231221,,R
1,836961.BJ,20231221,,R
2,600373.SH,20231221,,R
0,000796.SZ,20231220,,R
1,002482.SZ,20231220,,R
0,833284.BJ,20231219,,R
0,000711.SZ,20231218,,R
0,600647.SH,20231214,,R
1,831175.BJ,20231214,,R
2,002989.SZ,20231214,,R
0,002739.SZ,20231213,,R
0,836547.BJ,20231212,,R
0,430198.BJ,20231211,,R
0,000049.SZ,20231208,,R
1,002157.SZ,20231208,,R
0,002510.SZ,20231206,,R
0,873703.BJ,20231205,,R
0,831526.BJ,20231201,,R
1,832171.BJ,20231201,,R
0,835579.BJ,20231130,,R
0,301039.SZ,20231129,,R
0,600647.SH,20231127,,R
1,600290.SH,20231127,,R
0,300697.SZ,20231124,,R
0,873570.BJ,20231123,,R
1,000670.SZ,20231123,,R
0,600766.SH,20231121,,R
1,603920.SH,20231121,,R
0,000863.SZ,20231120,,R
1,603488.SH,20231120,,R
2,000045.SZ,20231120,,R
0,002721.SZ,20231117,,R
0,832522.BJ,20231116,,R
1,873132.BJ,20231116,,R
0,603790.SH,20231113,,R
1,002795.SZ,20231113,,R
0,603816.SH,20231110,,R
1,873679.BJ,20231110,,R
0,600470.SH,20231108,,R
1,873833.BJ,20231108,,R
2,002136.SZ,20231108,,R
0,002692.SZ,20231107,,R
1,600816.SH,20231107,,R
0,002313.SZ,20231103,,R
0,833030.BJ,20231102,,R
0,300210.SZ,20231101,,R
1,839493.BJ,20231101,,R
0,002251.SZ,20231031,,R
1,002277.SZ,20231031,,R
0,831856.BJ,20231030,,R
0,002644.SZ,20231027,,R
1,873693.BJ,20231027,,R
0,300108.SZ,20231025,,R
1,301106.SZ,20231025,,R
0,000410.SZ,20231020,,R
0,000546.SZ,20231019,,R
1,873726.BJ,20231019,,R
2,000628.SZ,20231019,,R
0,603036.SH,20231016,,R
0,832786.BJ,20231013,,R
0,002002.SZ,20231012,,R
0,300313.SZ,20231010,,R
1,300965.SZ,20231010,,R
0,600530.SH,20231009,,R
0,832978.BJ,20230928,,R
0,002800.SZ,20230927,,R
0,873665.BJ,20230926,,R
0,600759.SH,20230922,,R
0,603329.SH,20230921,,R
0,600172.SH,20230918,,R
1,832469.BJ,20230918,,R
0,836419.BJ,20230915,,R
0,603815.SH,20230912,,R
0,831627.BJ,20230907,,R
0,300256.SZ,20230905,,R
1,300338.SZ,20230905,,R
0,603161.SH,20230904,,R
0,870976.BJ,20230901,,R
0,000666.SZ,20230830,,R
0,300757.SZ,20230828,,R
1,000881.SZ,20230828,,R
0,600774.SH,20230823,,R
1,872953.BJ,20230823,,R
0,000995.SZ,20230818,,R
1,837174.BJ,20230818,,R
0,836504.BJ,20230817,,R
0,837748.BJ,20230816,,R
0,600081.SH,20230810,,R
1,834058.BJ,20230810,,R
0,430090.BJ,20230809,,R
0,870726.BJ,20230808,,R
0,603038.SH,20230803,,R
0,688567.SH,20230802,,R
0,003043.SZ,20230731,,R
0,300159.SZ,20230728,,R
0,871753.BJ,20230726,,R
1,002575.SZ,20230726,,R
0,603023.SH,20230725,,R
0,002470.SZ,20230724,,R
0,832982.BJ,20230720,,R
0,002951.SZ,20230719,,R
1,838701.BJ,20230719,,R
0,600388.SH,20230717,,R
1,833751.BJ,20230717,,R
0,000561.SZ,20230714,,R
0,300163.SZ,20230713,,R
0,600540.SH,20230712,,R
1,873576.BJ,20230712,,R
0,300297.SZ,20230710,,R
1,837592.BJ,20230710,,R
0,000810.SZ,20230707,,R
0,300346.SZ,20230706,,R
0,600530.SH,20230705,,R
1,600719.SH,20230705,,R
0,000691.SZ,20230704,,R
0,601298.SH,20230703,,R
1,836717.BJ,20230703,,R
2,000996.SZ,20230703,,R
0,002564.SZ,20230630,,R
1,002656.SZ,20230630,,R
2,832175.BJ,20230630,,R
0,836208.BJ,20230629,,R
0,000004.SZ,20230628,,R
1,000571.SZ,20230628,,R
2,600491.SH,20230628,,R
3,300319.SZ,20230628,,R
0,601916.SH,20230627,,R
1,832651.BJ,20230627,,R
0,688065.SH,20230626,,R
0,603042.SH,20230621,,R
1,002211.SZ,20230621,,R
2,833455.BJ,20230621,,R
3,000656.SZ,20230621,,R
4,000790.SZ,20230621,,R
0,300089.SZ,20230620,,R
1,300356.SZ,20230620,,R
2,002751.SZ,20230620,,R
0,002411.SZ,20230619,,R
1,600421.SH,20230619,,R
2,300526.SZ,20230619,,R
3,300370.SZ,20230619,,R
4,002513.SZ,20230619,,R
5,000038.SZ,20230619,,R
0,000546.SZ,20230616,,R
0,600666.SH,20230615,,R
1,002535.SZ,20230615,,R
2,002417.SZ,20230615,,R
3,300392.SZ,20230615,,R
0,600601.SH,20230614,,R
0,600726.SH,20230613,,R
1,000606.SZ,20230613,,R
2,000806.SZ,20230613,,R
3,300273.SZ,20230613,,R
0,002177.SZ,20230612,,R
1,002781.SZ,20230612,,R
2,300336.SZ,20230612,,R
3,688536.SH,20230612,,R
0,600654.SH,20230609,,R
1,603880.SH,20230609,,R
2,002146.SZ,20230609,,R
0,688086.SH,20230608,,R
1,688555.SH,20230608,,R
2,836221.BJ,20230608,,R
0,002321.SZ,20230607,,R
0,002880.SZ,20230605,,R
0,000809.SZ,20230602,,R
0,600382.SH,20230601,,R
1,830779.BJ,20230601,,R
0,600242.SH,20230531,,R
1,600767.SH,20230531,,R
2,600241.SH,20230531,,R
3,430017.BJ,20230531,,R
0,600532.SH,20230530,,R
1,600781.SH,20230530,,R
2,002069.SZ,20230530,,R
0,839719.BJ,20230526,,R
0,832471.BJ,20230525,,R
0,600446.SH,20230524,,R
0,000410.SZ,20230523,,R
0,002366.SZ,20230519,,R
0,837006.BJ,20230518,,R
1,300613.SZ,20230518,,R
0,600182.SH,20230517,,R
1,600375.SH,20230517,,R
0,600766.SH,20230516,,R
1,300165.SZ,20230516,,R
2,603196.SH,20230516,,R
3,603356.SH,20230516,,R
0,838837.BJ,20230515,,R
0,002427.SZ,20230512,,R
1,871478.BJ,20230512,,R
0,002102.SZ,20230511,,R
1,000697.SZ,20230511,,R
2,603790.SH,20230511,,R
0,600226.SH,20230510,,R
1,600239.SH,20230510,,R
2,603685.SH,20230510,,R
0,002554.SZ,20230509,,R
1,836699.BJ,20230509,,R
2,300309.SZ,20230509,,R
0,688309.SH,20230508,,R
0,000637.SZ,20230505,,R
1,600077.SH,20230505,,R
2,600393.SH,20230505,,R
3,600898.SH,20230505,,R
4,000023.SZ,20230505,,R
5,002699.SZ,20230505,,R
6,600117.SH,20230505,,R
7,600387.SH,20230505,,R
8,600647.SH,20230505,,R
9,603030.SH,20230505,,R
10,688500.SH,20230505,,R
11,000007.SZ,20230505,,R
12,000046.SZ,20230505,,R
13,000540.SZ,20230505,,R
14,000584.SZ,20230505,,R
15,000615.SZ,20230505,,R
16,000620.SZ,20230505,,R
17,000667.SZ,20230505,,R
18,000671.SZ,20230505,,R
19,000796.SZ,20230505,,R
20,000976.SZ,20230505,,R
21,000996.SZ,20230505,,R
22,002086.SZ,20230505,,R
23,002087.SZ,20230505,,R
24,002113.SZ,20230505,,R
25,002118.SZ,20230505,,R
26,002157.SZ,20230505,,R
27,002433.SZ,20230505,,R
28,002482.SZ,20230505,,R
29,002502.SZ,20230505,,R
30,002586.SZ,20230505,,R
31,002721.SZ,20230505,,R
32,002740.SZ,20230505,,R
33,002808.SZ,20230505,,R
34,300427.SZ,20230505,,R
35,601258.SH,20230505,,R
36,600823.SH,20230505,,R
37,002408.SZ,20230505,,R
38,002503.SZ,20230505,,R
0,000616.SZ,20230504,,R
1,000711.SZ,20230504,,R
2,000909.SZ,20230504,,R
3,000918.SZ,20230504,,R
4,002021.SZ,20230504,,R
5,002052.SZ,20230504,,R
6,002776.SZ,20230504,,R
7,300220.SZ,20230504,,R
8,300282.SZ,20230504,,R
9,300742.SZ,20230504,,R
10,300799.SZ,20230504,,R
11,600070.SH,20230504,,R
12,600290.SH,20230504,,R
13,600466.SH,20230504,,R
14,600543.SH,20230504,,R
15,603559.SH,20230504,,R
16,603880.SH,20230504,,R
17,600455.SH,20230504,,R
18,300460.SZ,20230504,,R
0,002289.SZ,20230428,,R
1,002504.SZ,20230428,,R
2,002800.SZ,20230428,,R
3,002816.SZ,20230428,,R
4,300167.SZ,20230428,,R
5,300859.SZ,20230428,,R
6,600136.SH,20230428,,R
7,603133.SH,20230428,,R
8,603555.SH,20230428,,R
9,300330.SZ,20230428,,R
0,000416.SZ,20230427,,R
1,300010.SZ,20230427,,R
2,300209.SZ,20230427,,R
3,300313.SZ,20230427,,R
4,600589.SH,20230427,,R
5,600671.SH,20230427,,R
6,603001.SH,20230427,,R
7,688272.SH,20230427,,R
0,000692.SZ,20230426,,R
1,002503.SZ,20230426,,R
0,833394.BJ,20230425,,R
1,002638.SZ,20230425,,R
0,600396.SH,20230424,,R
1,871694.BJ,20230424,,R
2,300197.SZ,20230424,,R
0,300201.SZ,20230420,,R
1,600122.SH,20230420,,R
2,002917.SZ,20230420,,R
0,830896.BJ,20230419,,R
0,600066.SH,20230418,,R
1,600817.SH,20230418,,R
2,600012.SH,20230418,,R
3,831304.BJ,20230418,,R
0,002316.SZ,20230417,,R
1,000972.SZ,20230417,,R
0,002076.SZ,20230413,,R
1,873593.BJ,20230413,,R
0,600844.SH,20230411,,R
0,300268.SZ,20230410,,R
0,872895.BJ,20230406,,R
0,002022.SZ,20230404,,R
0,600719.SH,20230403,,R
1,603039.SH,20230403,,R
2,834261.BJ,20230403,,R
0,600306.SH,20230331,,R
0,839792.BJ,20230330,,R
0,002184.SZ,20230329,,R
0,002499.SZ,20230327,,R
0,002217.SZ,20230324,,R
0,000697.SZ,20230323,,R
1,830809.BJ,20230323,,R
2,603578.SH,20230323,,R
0,002358.SZ,20230321,,R
0,430556.BJ,20230317,,R
0,833575.BJ,20230315,,R
1,837663.BJ,20230315,,R
0,688555.SH,20230314,,R
1,835857.BJ,20230314,,R
0,600666.SH,20230313,,R
1,000713.SZ,20230313,,R
2,831039.BJ,20230313,,R
0,872541.BJ,20230310,,R
0,830974.BJ,20230308,,R
0,301109.SZ,20230306,,R
0,603655.SH,20230302,,R
1,000782.SZ,20230302,,R
0,836422.BJ,20230301,,R
0,002122.SZ,20230228,,R
1,002207.SZ,20230228,,R
2,002644.SZ,20230228,,R
3,834770.BJ,20230228,,R
0,430478.BJ,20230223,,R
0,831906.BJ,20230222,,R
0,839273.BJ,20230221,,R
0,600666.SH,20230220,,R
1,002336.SZ,20230220,,R
2,688360.SH,20230220,,R
0,600372.SH,20230217,,R
1,832149.BJ,20230217,,R
0,300475.SZ,20230216,,R
1,834407.BJ,20230216,,R
0,600378.SH,20230215,,R
0,605389.SH,20230213,,R
0,000584.SZ,20230209,,R
1,873167.BJ,20230209,,R
0,300875.SZ,20230208,,R
0,300152.SZ,20230207,,R
1,300561.SZ,20230207,,R
0,002159.SZ,20230206,,R
1,832802.BJ,20230206,,R
2,002813.SZ,20230206,,R
0,300135.SZ,20230202,,R
1,300266.SZ,20230202,,R
2,300114.SZ,20230202,,R
3,832023.BJ,20230202,,R
0,300555.SZ,20230201,,R
1,000411.SZ,20230201,,R
0,430425.BJ,20230130,,R
0,600358.SH,20230120,,R
0,873152.BJ,20230119,,R
1,300521.SZ,20230119,,R
0,002089.SZ,20230118,,R
1,839371.BJ,20230118,,R
0,601828.SH,20230116,,R
1,002251.SZ,20230116,,R
0,600970.SH,20230113,,R
0,834950.BJ,20230111,,R
0,002122.SZ,20230110,,R
1,002186.SZ,20230110,,R
2,600038.SH,20230110,,R
3,300850.SZ,20230110,,R
0,000153.SZ,20230104,,R
1,300084.SZ,20230104,,R
0,000045.SZ,20230103,,R
1,002387.SZ,20230103,,R
0,603029.SH,20221230,,R
1,831195.BJ,20221230,,R
2,838262.BJ,20221230,,R
3,872392.BJ,20221230,,R
0,600449.SH,20221229,,R
1,600961.SH,20221229,,R
2,002096.SZ,20221229,,R
3,831855.BJ,20221229,,R
4,872351.BJ,20221229,,R
0,838227.BJ,20221228,,R
0,600301.SH,20221227,,R
1,603612.SH,20221227,,R
2,873001.BJ,20221227,,R
0,000630.SZ,20221226,,R
1,833781.BJ,20221226,,R
0,600601.SH,20221223,,R
1,600654.SH,20221223,,R
2,836247.BJ,20221223,,R
3,872190.BJ,20221223,,R
0,600459.SH,20221222,,R
1,002122.SZ,20221222,,R
2,002366.SZ,20221222,,R
3,600372.SH,20221222,,R
4,605319.SH,20221222,,R
5,000552.SZ,20221222,,R
6,002013.SZ,20221222,,R
7,002933.SZ,20221222,,R
8,430718.BJ,20221222,,R
9,600729.SH,20221222,,R
10,831526.BJ,20221222,,R
0,002076.SZ,20221221,,R
1,834033.BJ,20221221,,R
2,873305.BJ,20221221,,R
0,300370.SZ,20221220,,R
1,000983.SZ,20221220,,R
2,830879.BJ,20221220,,R
3,836807.BJ,20221220,,R
0,001979.SZ,20221219,,R
0,600663.SH,20221216,,R
1,838810.BJ,20221216,,R
2,870508.BJ,20221216,,R
0,833171.BJ,20221215,,R
1,833429.BJ,20221215,,R
0,833075.BJ,20221214,,R
1,836957.BJ,20221214,,R
0,834014.BJ,20221213,,R
0,002427.SZ,20221212,,R
1,300269.SZ,20221212,,R
2,600975.SH,20221212,,R
3,836414.BJ,20221212,,R
4,000975.SZ,20221212,,R
0,600185.SH,20221209,,R
1,833230.BJ,20221209,,R
2,870866.BJ,20221209,,R
0,000564.SZ,20221208,,R
1,836942.BJ,20221208,,R
0,430300.BJ,20221207,,R
1,831087.BJ,20221207,,R
0,832110.BJ,20221206,,R
0,831641.BJ,20221202,,R
0,603045.SH,20221201,,R
1,870199.BJ,20221201,,R
0,300256.SZ,20221129,,R
1,872374.BJ,20221129,,R
2,000506.SZ,20221129,,R
0,601016.SH,20221128,,R
1,832662.BJ,20221128,,R
2,002729.SZ,20221128,,R
0,835237.BJ,20221125,,R
0,600387.SH,20221124,,R
1,002795.SZ,20221124,,R
2,871634.BJ,20221124,,R
0,002150.SZ,20221123,,R
1,600303.SH,20221123,,R
0,688086.SH,20221122,,R
1,688555.SH,20221122,,R
2,300237.SZ,20221122,,R
3,002348.SZ,20221122,,R
0,002586.SZ,20221121,,R
1,603029.SH,20221121,,R
2,002995.SZ,20221121,,R
0,300772.SZ,20221118,,R
1,600726.SH,20221118,,R
2,600882.SH,20221118,,R
3,870357.BJ,20221118,,R
4,872808.BJ,20221118,,R
0,002072.SZ,20221117,,R
1,873339.BJ,20221117,,R
2,688201.SH,20221117,,R
0,603133.SH,20221115,,R
0,300052.SZ,20221114,,R
1,000815.SZ,20221114,,R
0,300393.SZ,20221111,,R
1,833914.BJ,20221111,,R
0,603778.SH,20221110,,R
1,002060.SZ,20221110,,R
2,600758.SH,20221110,,R
3,300716.SZ,20221110,,R
0,000981.SZ,20221109,,R
1,832876.BJ,20221109,,R
0,688621.SH,20221108,,R
0,300323.SZ,20221107,,R
0,600866.SH,20221104,,R
1,603315.SH,20221104,,R
0,000980.SZ,20221103,,R
1,603318.SH,20221103,,R
2,000670.SZ,20221103,,R
3,003005.SZ,20221103,,R
0,002122.SZ,20221102,,R
1,300201.SZ,20221102,,R
0,600110.SH,20221101,,R
1,002288.SZ,20221101,,R
0,871753.BJ,20221031,,R
1,300340.SZ,20221031,,R
0,600039.SH,20221028,,R
1,603227.SH,20221028,,R
2,430139.BJ,20221028,,R
0,600900.SH,20221027,,R
1,605090.SH,20221027,,R
2,000880.SZ,20221027,,R
3,873527.BJ,20221027,,R
4,002388.SZ,20221027,,R
0,603021.SH,20221024,,R
0,002716.SZ,20221021,,R
0,600282.SH,20221020,,R
1,603010.SH,20221020,,R
0,601515.SH,20221019,,R
1,002182.SZ,20221019,,R
0,835892.BJ,20221018,,R
0,600515.SH,20221014,,R
1,002196.SZ,20221014,,R
2,430476.BJ,20221014,,R
0,600303.SH,20221013,,R
1,837046.BJ,20221013,,R
0,000638.SZ,20221010,,R
1,600006.SH,20221010,,R
2,430685.BJ,20221010,,R
3,000088.SZ,20221010,,R
0,600221.SH,20220930,,R
1,002640.SZ,20220930,,R
0,002022.SZ,20220929,,R
0,002433.SZ,20220928,,R
1,838402.BJ,20220928,,R
0,002742.SZ,20220927,,R
1,838971.BJ,20220927,,R
2,873122.BJ,20220927,,R
0,600605.SH,20220926,,R
0,002668.SZ,20220923,,R
1,835207.BJ,20220923,,R
0,002717.SZ,20220921,,R
1,600303.SH,20220921,,R
0,000510.SZ,20220920,,R
0,002265.SZ,20220919,,R
1,002319.SZ,20220919,,R
0,300070.SZ,20220916,,R
1,600361.SH,20220916,,R
2,600576.SH,20220916,,R
0,600766.SH,20220915,,R
0,600112.SH,20220914,,R
0,603955.SH,20220908,,R
0,300419.SZ,20220905,,R
0,603056.SH,20220902,,R
1,836270.BJ,20220902,,R
2,839790.BJ,20220902,,R
3,300324.SZ,20220902,,R
0,831152.BJ,20220901,,R
1,836395.BJ,20220901,,R
0,300256.SZ,20220831,,R
0,002848.SZ,20220830,,R
0,300018.SZ,20220829,,R
1,600970.SH,20220829,,R
0,000601.SZ,20220826,,R
0,601377.SH,20220825,,R
1,300521.SZ,20220825,,R
0,600615.SH,20220824,,R
0,000972.SZ,20220823,,R
0,831834.BJ,20220822,,R
0,000820.SZ,20220818,,R
0,000425.SZ,20220817,,R
0,600078.SH,20220816,,R
1,600083.SH,20220816,,R
2,600191.SH,20220816,,R
3,600532.SH,20220816,,R
0,600345.SH,20220815,,R
0,600995.SH,20220812,,R
1,837174.BJ,20220812,,R
0,002552.SZ,20220811,,R
0,300330.SZ,20220808,,R
1,835985.BJ,20220808,,R
0,603636.SH,20220803,,R
0,600647.SH,20220802,,R
1,603559.SH,20220802,,R
0,603603.SH,20220801,,R
1,834415.BJ,20220801,,R
2,002883.SZ,20220801,,R
3,300013.SZ,20220801,,R
0,300070.SZ,20220727,,R
0,600265.SH,20220726,,R
1,000755.SZ,20220726,,R
2,601700.SH,20220726,,R
0,836871.BJ,20220722,,R
0,000899.SZ,20220719,,R
1,605319.SH,20220719,,R
0,300886.SZ,20220718,,R
1,301016.SZ,20220718,,R
2,839725.BJ,20220718,,R
0,600882.SH,20220715,,R
0,600803.SH,20220714,,R
1,600861.SH,20220714,,R
2,603603.SH,20220714,,R
3,002670.SZ,20220714,,R
0,000972.SZ,20220713,,R
1,834062.BJ,20220713,,R
0,002482.SZ,20220712,,R
1,834639.BJ,20220712,,R
0,603161.SH,20220711,,R
0,000957.SZ,20220706,,R
1,002703.SZ,20220706,,R
2,837821.BJ,20220706,,R
0,002356.SZ,20220705,,R
1,600865.SH,20220705,,R
2,838670.BJ,20220705,,R
0,002219.SZ,20220704,,R
1,002776.SZ,20220704,,R
0,000007.SZ,20220701,,R
1,000509.SZ,20220701,,R
2,002411.SZ,20220701,,R
3,002501.SZ,20220701,,R
4,600532.SH,20220701,,R
5,600781.SH,20220701,,R
6,000881.SZ,20220701,,R
0,600063.SH,20220630,,R
1,601069.SH,20220630,,R
2,300108.SZ,20220630,,R
3,002118.SZ,20220630,,R
0,300189.SZ,20220629,,R
1,603069.SH,20220629,,R
0,600896.SH,20220628,,R
1,002088.SZ,20220628,,R
0,002321.SZ,20220627,,R
1,601113.SH,20220627,,R
2,300679.SZ,20220627,,R
0,000802.SZ,20220624,,R
1,833943.BJ,20220624,,R
0,002219.SZ,20220623,,R
1,000564.SZ,20220623,,R
2,002188.SZ,20220623,,R
3,000893.SZ,20220623,,R
4,600255.SH,20220623,,R
0,002638.SZ,20220621,,R
1,002731.SZ,20220621,,R
2,300280.SZ,20220621,,R
0,000702.SZ,20220620,,R
1,831278.BJ,20220620,,R
2,002439.SZ,20220620,,R
0,430564.BJ,20220617,,R
0,600555.SH,20220616,,R
1,002433.SZ,20220616,,R
0,600393.SH,20220615,,R
1,600734.SH,20220615,,R
0,832491.BJ,20220614,,R
0,300029.SZ,20220613,,R
1,000546.SZ,20220613,,R
2,600372.SH,20220613,,R
3,000673.SZ,20220613,,R
4,002013.SZ,20220613,,R
5,300202.SZ,20220613,,R
6,300312.SZ,20220613,,R
0,600090.SH,20220610,,R
1,600385.SH,20220610,,R
2,300044.SZ,20220610,,R
3,600980.SH,20220610,,R
4,000957.SZ,20220610,,R
5,002312.SZ,20220610,,R
6,870299.BJ,20220610,,R
0,300038.SZ,20220609,,R
1,300367.SZ,20220609,,R
2,873223.BJ,20220609,,R
0,000613.SZ,20220608,,R
1,300023.SZ,20220608,,R
0,000611.SZ,20220607,,R
1,002464.SZ,20220607,,R
2,300325.SZ,20220607,,R
3,603819.SH,20220607,,R
0,002575.SZ,20220606,,R
1,002699.SZ,20220606,,R
2,603066.SH,20220606,,R
3,603318.SH,20220606,,R
4,300140.SZ,20220606,,R
5,000502.SZ,20220606,,R
6,002447.SZ,20220606,,R
7,002684.SZ,20220606,,R
8,300064.SZ,20220606,,R
0,600146.SH,20220602,,R
1,600870.SH,20220602,,R
2,002323.SZ,20220602,,R
3,838171.BJ,20220602,,R
0,600382.SH,20220601,,R
1,002147.SZ,20220601,,R
2,002770.SZ,20220601,,R
0,002309.SZ,20220531,,R
1,300282.SZ,20220531,,R
2,603729.SH,20220531,,R
3,002473.SZ,20220531,,R
4,002618.SZ,20220531,,R
5,300178.SZ,20220531,,R
6,600006.SH,20220531,,R
0,605368.SH,20220530,,R
1,000420.SZ,20220530,,R
2,603069.SH,20220530,,R
3,000425.SZ,20220530,,R
4,002341.SZ,20220530,,R
5,300905.SZ,20220530,,R
6,000155.SZ,20220530,,R
0,300859.SZ,20220527,,R
1,600301.SH,20220527,,R
2,831167.BJ,20220527,,R
0,600093.SH,20220526,,R
1,000523.SZ,20220526,,R
2,300530.SZ,20220526,,R
3,601020.SH,20220526,,R
4,000411.SZ,20220526,,R
5,000687.SZ,20220526,,R
0,600091.SH,20220525,,R
1,600209.SH,20220525,,R
2,600275.SH,20220525,,R
3,600652.SH,20220525,,R
4,600856.SH,20220525,,R
5,600890.SH,20220525,,R
6,603555.SH,20220525,,R
0,833533.BJ,20220524,,R
1,002121.SZ,20220524,,R
0,002058.SZ,20220523,,R
1,300446.SZ,20220523,,R
0,000980.SZ,20220520,,R
1,300051.SZ,20220520,,R
2,300071.SZ,20220520,,R
3,600518.SH,20220520,,R
4,600593.SH,20220520,,R
5,600595.SH,20220520,,R
0,600221.SH,20220519,,R
1,600515.SH,20220519,,R
2,002011.SZ,20220519,,R
3,603315.SH,20220519,,R
0,300278.SZ,20220518,,R
1,002633.SZ,20220518,,R
2,871970.BJ,20220518,,R
0,600291.SH,20220517,,R
1,600695.SH,20220517,,R
2,603612.SH,20220517,,R
0,000609.SZ,20220516,,R
1,600850.SH,20220516,,R
0,002496.SZ,20220513,,R
1,600239.SH,20220513,,R
2,000933.SZ,20220513,,R
3,600734.SH,20220513,,R
4,833580.BJ,20220513,,R
0,600084.SH,20220512,,R
1,300875.SZ,20220512,,R
2,600720.SH,20220512,,R
0,002766.SZ,20220511,,R
1,600225.SH,20220511,,R
0,600319.SH,20220510,,R
1,600506.SH,20220510,,R
2,603032.SH,20220510,,R
3,601177.SH,20220510,,R
4,002813.SZ,20220510,,R
0,300513.SZ,20220509,,R
1,600726.SH,20220509,,R
2,600422.SH,20220509,,R
0,000606.SZ,20220506,,R
1,000839.SZ,20220506,,R
2,002022.SZ,20220506,,R
3,600136.SH,20220506,,R
4,600260.SH,20220506,,R
5,600311.SH,20220506,,R
6,603603.SH,20220506,,R
7,000150.SZ,20220506,,R
8,000732.SZ,20220506,,R
9,000796.SZ,20220506,,R
10,000806.SZ,20220506,,R
11,000889.SZ,20220506,,R
12,002024.SZ,20220506,,R
13,002316.SZ,20220506,,R
14,002366.SZ,20220506,,R
15,002485.SZ,20220506,,R
16,002751.SZ,20220506,,R
17,002781.SZ,20220506,,R
18,300089.SZ,20220506,,R
19,300201.SZ,20220506,,R
20,300301.SZ,20220506,,R
21,000038.SZ,20220506,,R
22,002211.SZ,20220506,,R
23,002313.SZ,20220506,,R
24,688086.SH,20220506,,R
25,600139.SH,20220506,,R
26,600242.SH,20220506,,R
27,600408.SH,20220506,,R
28,002069.SZ,20220506,,R
29,600601.SH,20220506,,R
30,600654.SH,20220506,,R
31,000004.SZ,20220506,,R
32,600388.SH,20220506,,R
33,600303.SH,20220506,,R
0,002177.SZ,20220505,,R
1,002740.SZ,20220505,,R
2,300273.SZ,20220505,,R
3,300338.SZ,20220505,,R
4,300392.SZ,20220505,,R
5,600182.SH,20220505,,R
6,600721.SH,20220505,,R
7,603039.SH,20220505,,R
8,000830.SZ,20220505,,R
9,600719.SH,20220505,,R
10,603117.SH,20220505,,R
0,600958.SH,20220429,,R
1,000809.SZ,20220429,,R
2,000995.SZ,20220429,,R
3,002076.SZ,20220429,,R
4,300159.SZ,20220429,,R
5,300201.SZ,20220429,,R
6,300297.SZ,20220429,,R
7,300309.SZ,20220429,,R
8,300336.SZ,20220429,,R
9,300356.SZ,20220429,,R
10,600804.SH,20220429,,R
11,600449.SH,20220429,,R
12,600975.SH,20220429,,R
0,600767.SH,20220428,,R
1,688309.SH,20220428,,R
2,000585.SZ,20220428,,R
3,002088.SZ,20220428,,R
0,600898.SH,20220427,,R
1,000835.SZ,20220427,,R
0,600759.SH,20220426,,R
1,600666.SH,20220426,,R
0,002427.SZ,20220425,,R
1,300370.SZ,20220425,,R
2,300526.SZ,20220425,,R
3,000552.SZ,20220425,,R
4,300479.SZ,20220425,,R
0,603157.SH,20220422,,R
1,603996.SH,20220422,,R
2,600961.SH,20220422,,R
0,002052.SZ,20220421,,R
1,002417.SZ,20220421,,R
2,600198.SH,20220421,,R
0,002781.SZ,20220420,,R
1,300273.SZ,20220420,,R
2,000601.SZ,20220420,,R
0,000410.SZ,20220419,,R
1,603863.SH,20220419,,R
2,600734.SH,20220419,,R
0,600403.SH,20220418,,R
1,000516.SZ,20220418,,R
0,873169.BJ,20220415,,R
0,000065.SZ,20220414,,R
0,002627.SZ,20220413,,R
1,002940.SZ,20220413,,R
0,601108.SH,20220412,,R
1,300795.SZ,20220412,,R
2,600300.SH,20220412,,R
0,002175.SZ,20220411,,R
1,600009.SH,20220411,,R
0,300367.SZ,20220408,,R
1,600526.SH,20220408,,R
2,300548.SZ,20220408,,R
0,600053.SH,20220407,,R
0,300279.SZ,20220401,,R
0,870866.BJ,20220331,,R
0,600145.SH,20220330,,R
0,603458.SH,20220329,,R
0,000707.SZ,20220328,,R
1,603322.SH,20220328,,R
2,601177.SH,20220328,,R
0,600306.SH,20220325,,R
1,600734.SH,20220325,,R
0,688157.SH,20220323,,R
0,600866.SH,20220322,,R
0,831689.BJ,20220321,,R
1,002060.SZ,20220321,,R
0,600856.SH,20220315,,R
0,603778.SH,20220314,,R
1,603056.SH,20220314,,R
